ID,SMILES,act_mean,Type
CHEMBL2392224,Fc1cc(F)cc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)c1,13000,0
CHEMBL4078550,CC(=O)Nc1ccc(-c2cnc3[nH]cc(-c4ccc(O)cc4)c3c2)cc1,6.6,1
CHEMBL4521356,COC(=O)Cn1c2cc(OC)ccc2c2ccnc(C)c21,64,1
CHEMBL3896497,COc1cc(Nc2ncnc3ccc4nc(C(N)=O)sc4c23)cc(OC)c1OC,5500,0
CHEMBL2314437,CC[C@H](CO)Nc1nc(Nc2ccnnc2)c2ncn(C(C)C)c2n1,450,1
CHEMBL2386755,N=C(OCc1ccccc1)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,33.93,1
CHEMBL4100956,CC[C@@H](CO)Nc1ccc2ncc(-c3cccnc3)n2n1,870,1
CHEMBL4288045,COCCc1cc2cc(C(=O)Nc3cc(C(=O)N[C@H](CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2cc1OC,5,1
CHEMBL512658,COc1cc(/C=C2\C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)cc(OC)c1,20000,0
CHEMBL4066607,c1ccc2c(-c3c[nH]c4cnccc34)ccnc2c1,277,1
CHEMBL3885482,N#Cc1cc2ccccn2c2nc3ccccc3c1-2,100000000,0
CHEMBL3884845,COc1ccc2c(c1)[nH]c1c3ccncc3cc(CN(C)C)c21,670,1
CHEMBL3092861,NCCOCCOCCO,100000000,0
CHEMBL3133762,Nc1nccc(-c2cn(C(=O)N3CCOCC3)c3ccc(Br)cc23)n1,500,1
CHEMBL3609657,O=C(Nc1cnccn1)Nc1cccc2c1[C@@H]1C[C@H](O)CCN1C2=O,100000000,0
CHEMBL4081668,O=Cc1cccc(-c2cnc3ccc(F)nn23)c1,3100,0
CHEMBL2386745,COC(=N)c1nc2ccc3ncnc(Nc4ccc(F)cc4OC)c3c2s1,0.36,1
CHEMBL1397997,Cn1ncc2ccc(-c3ccc4ncnc(NCc5cccs5)c4c3)cc21,100000000,0
CHEMBL4065388,Nc1nccc(-c2c[nH]c3cc(Cl)ccc23)n1,406,1
CHEMBL3913247,N=C(NCc1ccc(F)cc1)c1nc2ccc3ncnc(Nc4ccc(Br)cc4F)c3c2s1,5500,0
CHEMBL3954779,C#Cc1cccc(Nc2ncnc3ccc4nc(C(=N)OC)sc4c23)c1,40.76,1
CHEMBL4066450,COc1ccc2c(c1)[nH]c1c(CO)nccc12,80.4,1
CHEMBL3094436,NCCC(NC(=O)c1ccc(Cl)c(NC(=O)c2cc3cnc(N4CCC(N)CC4)nc3[nH]c2=O)c1)c1ccccc1,9,1
CHEMBL48082,Nc1nccc(-c2c[nH]c3ccccc23)n1,588,1
CHEMBL469770,COc1ccc(/C=C2\C(=O)NN(c3ccc(F)cc3)C2=O)cc1O,30000,0
CHEMBL4102344,C[C@@H](c1ccc(F)cc1)n1nnc2cnc3ccc(Br)cc3c21,100000000,0
CHEMBL2295948,CCC[C@H](O)Nc1nc(Nc2ccc(-c3ncccn3)cc2)c2ncn(C(C)C)c2n1,650,1
CHEMBL3902603,COc1ccc(-c2cn3cc(Cl)ccc3n2)cc1,100000000,0
CHEMBL2314465,CC(C)[C@@H](CO)Nc1nc(Nc2ccncc2)c2ncn(C(C)C)c2n1,900,1
CHEMBL3885431,COc1cccc2c1[nH]c1c3ccncc3cc(C#N)c21,27,1
CHEMBL4102871,CC(=O)Nc1cccc(Nc2ccc3ncc(-c4cccc(NC(C)=O)c4)n3n2)c1,63,1
CHEMBL3957926,COc1ccc(-c2cn3cc(Cl)ccc3n2)cc1O,100000000,0
CHEMBL469347,COc1ccc(/C=C2\C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)cc1O,100000000,0
CHEMBL2392229,Clc1ccc(CNc2cc(-c3ccc4c(c3)OCO4)ncn2)cc1,9230,0
CHEMBL4100703,C[C@@H](c1ccc(F)cc1)n1nnc2cnc3ccc(-c4ccc(C(N)=O)cc4)cc3c21,100000000,0
CHEMBL3960099,COC(=N)c1nc2ccc3ncnc(Nc4cc(OC)cc(OC)c4)c3c2s1,298.9,1
CHEMBL4083948,CCOC(=O)Nc1ccc2ncc(-c3cccnc3)n2n1,100000000,0
CHEMBL3883356,N#C/C(=C/c1cccnc1)c1c[nH]c2ccccc12,100000000,0
CHEMBL1898211,Clc1ccc(CNc2ccnc(-c3ccc4[nH]ncc4c3)n2)cc1Cl,3491,0
CHEMBL3589670,O=C(O)c1nc2ccc(I)cc2c2[nH]c3c(F)cccc3c12,10000,0
CHEMBL4099677,Fc1ccc2ncc(-c3cccc(C(F)(F)F)c3)n2n1,4200,0
CHEMBL2386767,COC(=N)c1nc2ccc3ncnc(Nc4ccc(C(C)(C)C)cc4)c3c2s1,39.03,1
CHEMBL3986079,CN1C(=O)[C@H]2CCC[C@H]2N(C2CCCC2)c2nc(Nc3ccc(C(N)=O)cc3)ncc21,4200,0
CHEMBL4062568,COc1ccc2ncc(-c3ccnc([S+](C)O)n3)n2n1,5100,0
CHEMBL3297830,Cn1c2c(O)cccc2c(=O)c2c3c(c4c(c21)C=CC(C)(C)O4)C=C(O)C(C)(C)O3,100000000,0
CHEMBL2180850,O=C(Nc1ccc2cccc(O)c2n1)Nc1cccc2c1C1CCCCN1C2=O,100000000,0
CHEMBL4090889,COc1cccc2c(-c3ccnc(N)n3)c[nH]c12,242,1
CHEMBL2180859,O=C(Nc1cccc(N2CCCCC2)n1)Nc1cccc2c1C1CCCCN1C2=O,100000000,0
CHEMBL3589654,CC(C)(C)c1ccc2[nH]c3c4ccccc4nc(C(=O)O)c3c2c1,100000000,0
CHEMBL2234220,CCOC(=O)c1[nH]nc(-c2ccc(Cl)cc2)c1N,100000000,0
CHEMBL3092863,NCCOCCOCCOCCOc1ccc(NC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2)cc1,28,1
CHEMBL3094438,Cc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,37,1
CHEMBL4442374,COC(=O)C(C)CCn1c2cc(OC)ccc2c2ccnc(C)c21,19,1
CHEMBL4086890,Cc1ccc([C@H](C)n2nnc3cnc4ccc(-c5ccnc(C)c5)cc4c32)cc1,1337,0
CHEMBL4091127,COc1ccc2ncc(/C=C/c3cccc(C(F)(F)F)c3)n2n1,100000000,0
CHEMBL4283503,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)C1CC1,23.1,1
CHEMBL2295956,CC(C)CC[C@H](O)Nc1nc(Nc2ccc(-c3cncnc3)cc2)c2ncn(C(C)C)c2n1,1100,0
CHEMBL1884711,c1cncc(CNc2ccnc(-c3ccc4[nH]ncc4c3)n2)c1,499.5,1
CHEMBL4286821,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)c1ccncc1,107,1
CHEMBL469346,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccccc1Cl,20000,0
CHEMBL4456985,COC(=O)CCCn1c2cc(OC)ccc2c2ccnc(C)c21,27,1
CHEMBL3094448,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCc4cccc(Cl)c4)ccc3Cl)c(=O)[nH]c2n1,22,1
CHEMBL4164814,NS(=O)(=O)c1ccc(-c2cnc3[nH]cc(-c4cccnc4)c3c2)cc1,216,1
CHEMBL2152265,Nc1cccc(-c2cnc3[nH]cc(-c4cccnc4)c3c2)c1,329,1
CHEMBL1762116,O=C1C(c2ccc(O)cc2O)=CC(=O)c2c(O)cccc21,21000,0
CHEMBL2314473,CC[C@H](CO)Nc1nc(Nc2cccnc2)c2ncn(C(C)C)c2n1,1000,1
CHEMBL2386744,COC(=N)c1nc2ccc3ncnc(Nc4ccc(Br)cc4F)c3c2s1,1.88,1
CHEMBL566062,c1coc(-c2ccc3ncnc(NCc4cccs4)c3c2)c1,3480,0
CHEMBL2386765,COC(=N)c1nc2ccc3ncnc(Nc4ccc(F)cc4)c3c2s1,6.06,1
CHEMBL470851,COc1ccccc1/C=C1\C(=O)NN(c2ccc(C#N)cc2)C1=O,40000,0
CHEMBL3219063,COc1ccc2[nH]c(-c3cc(O)cc(O)c3)c(-c3ccncc3)c2n1,100000000,0
CHEMBL4084955,c1cc(-c2c[nH]c3cnccc23)ccn1,1,1
CHEMBL4082981,CC[C@@H](CO)Nc1ccc2ncc(-c3cc4cc(Br)ccc4[nH]3)n2n1,710,1
CHEMBL3774696,O=C1OCC/C1=C\c1ccc2c(c1)OCCO2,880,1
CHEMBL4634969,CC(C)Cn1cc(-c2ccncc2)c2ccncc21,43,1
CHEMBL3785795,COc1cc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)nc2ccccc12,100000000,0
CHEMBL2180862,O=C(Nc1ccccn1)Nc1cccc2c1C1CCCCN1C2=O,100000000,0
CHEMBL4568087,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,3.2,1
CHEMBL2386758,COC(=N)c1nc2ccc3ncnc(Nc4cc(OC)c(OC)c(OC)c4)c3c2s1,436.1,1
CHEMBL1396483,CN(Cc1nccs1)c1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,51,1
CHEMBL2314445,CC(C)n1cnc2c(Nc3cncnc3)nc(C(C)(C)CO)nc21,2500,0
CHEMBL4290223,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)c1ccccc1F,106.7,1
CHEMBL3884241,N#C/C(=C\c1ccccn1)c1c[nH]c2ccccc12,100000000,0
CHEMBL2392238,Cc1ccc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)cn1,29200,0
CHEMBL3589672,O=C(O)c1nc2ccc(I)cc2c2[nH]c3c(Br)cccc3c12,120,1
CHEMBL3338885,COc1ccc2[nH]c3c(=O)[nH]nc(-c4ccccc4)c3c2c1,100000000,0
CHEMBL3094452,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCc4ccsc4)ccc3Cl)c(=O)[nH]c2n1,30,1
CHEMBL4552025,COc1ccc2c3ccnc(C)c3n(CCCN(C)C(C)=O)c2c1,98,1
CHEMBL4063617,C[C@@H](c1ccc(F)cc1)n1nnc2cnc3ccc(-c4cnn(C)c4)cc3c21,3356,0
CHEMBL2314447,CC(C)[C@H](CO)Nc1nc(Nc2cncnc2)c2ncn(C(C)C)c2n1,300,1
CHEMBL4649473,CC1(C)CN(C(=O)Nc2cc(-c3cn(C4CCOCC4)c4cnccc34)ccn2)C1,11.6,1
CHEMBL189657,CCn1c(-c2nonc2N)nc2cnccc21,110,1
CHEMBL2314441,CC(C)[C@H](CO)Nc1cncc(Nc2nc3cncnc3n2C(C)C)n1,300,1
CHEMBL4291088,CN1C(=O)/C(=C\c2ccc3c(c2)OCO3)N=C1N,420000,0
CHEMBL2234219,CCOC(=O)c1[nH]nc(-c2ccc(Cl)cc2)c1/N=N/c1ccccc1,100000000,0
CHEMBL4284572,NCC(Nc1nccc(-c2n[nH]c3nc(NCCN4CCOCC4)ncc23)n1)c1ccccc1,5.9,1
CHEMBL4105239,O=C(Nc1cccc(O)c1)c1cnc2[nH]cc(-c3ccc(O)cc3)c2c1,127,1
CHEMBL3786536,Cc1cnc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)cn1,100000000,0
CHEMBL512149,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1cccc(Cl)c1Cl,15000,0
CHEMBL359554,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,38,1
CHEMBL3335360,N#Cc1cccc(C(=O)c2cc3cc(O)ccc3s2)c1,6000,0
CHEMBL2386756,CN(C)CCNC(=N)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,431.2,1
CHEMBL86771,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,3600,0
CHEMBL1612677,Cc1ccsc1CN(C)c1ncnc2ccc(-c3ccoc3)cc12,1136,0
CHEMBL4069158,CSc1ccc2ncc(-c3cccc(C(F)(F)F)c3)n2n1,1000,1
CHEMBL2295941,CC(C)CC[C@H](O)Nc1nc(Nc2cccc(-c3ncccn3)c2)c2ncn(C(C)C)c2n1,710,1
CHEMBL2180843,O=C(Nc1ccc(-c2ccccc2)cn1)Nc1cccc2c1C1CCCCN1C2=O,100000000,0
CHEMBL2180844,O=C(Nc1cccc2c1C1CCCCN1C2=O)Nc1ncccc1O,1800,0
CHEMBL3787081,COCc1ccnc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)c1,4700,0
CHEMBL4563765,COc1ccc2c3ccnc(C)c3n(CCCCC(N)=O)c2c1,83.5,1
CHEMBL4514653,COC(=O)CCn1c2cc(OC)ccc2c2ccnc(C)c21,56,1
CHEMBL3094450,COc1ncc2cc(C(=O)Nc3cc(C(=O)N(C)Cc4cccc(Cl)c4)ccc3Cl)c(=O)[nH]c2n1,305,1
CHEMBL3903644,NC(=O)c1cc(-c2cn3cc(N)ccc3n2)ccc1O,100000000,0
CHEMBL566900,c1nc(NCc2ccoc2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1,126,1
CHEMBL3335358,O=C(c1cc2cc(O)ccc2s1)c1cc(O)ccc1F,2000,0
CHEMBL4293650,COc1cc(-c2cc(=O)c3c(O)cc(O)c(C/C=C(\C)CCC=C(C)C)c3o2)ccc1O,620,1
CHEMBL3609746,O=C(Nc1ccc(Br)cn1)Nc1cccc2c1C1CC3(CCN1C2=O)SCCS3,100000000,0
CHEMBL2180852,O=C(Nc1cccc(Br)n1)Nc1cccc2c1C1CCCCN1C2=O,3400,0
CHEMBL4291029,COc1ccc2c3ccnc(C)c3n(CC#N)c2c1,81,1
CHEMBL4647659,CC(C)Oc1ccc(F)c(-c2cnc(N)c(C(=O)Nc3cnccc3N3CCC[C@@H](C(=O)O)C3)n2)c1,6,1
CHEMBL2089036,CC(C)[C@H](N)C(=O)OC[C@H](O)CNc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1,1100,0
CHEMBL2314459,CC(C)[C@@H](CO)Nc1nc(Nc2ncccn2)c2ncn(C(C)C)c2n1,7000,0
CHEMBL4285776,Cc1cc(=O)oc2cc3cc(O)ccc3cc12,600,1
CHEMBL3774448,O=C1NC(=S)S/C1=C\c1ccc2ncccc2c1,710,1
CHEMBL2311568,CC(C)n1c(C(CO)CO)nc2c(Nc3ccnnc3)ncnc21,1000,1
CHEMBL2314469,CC(C)n1cnc2c(Nc3ccncc3)nc(Cl)nc21,3900,0
CHEMBL4095156,COc1cc(-c2c[nH]c3cnccc23)ccn1,351,1
CHEMBL3753970,COc1ccc2c(/C(C#N)=C/c3cccnc3)c[nH]c2c1,1600,0
CHEMBL2314457,CC[C@@H](CO)Nc1nc(Nc2ccncn2)c2ncn(C(C)C)c2n1,2800,0
CHEMBL1535925,CCOC(=O)c1ccc(-c2ccc3ncnc(NCc4cccs4)c3c2)o1,1437,0
CHEMBL3883458,N#Cc1cc2cnccc2c2[nH]c3ccc(Cl)cc3c12,4000,0
CHEMBL1236620,CCOC(=O)c1c(/C(C#N)=C\N)c2ccc(Cl)c(Cl)c2n1C,55,1
CHEMBL4542402,N#Cc1c[nH]c2c(Cl)cccc12,3300,0
CHEMBL4292442,Cn1cc(-c2csc(-c3cncc(NC(=O)C4CC4)c3)c2)cn1,42.6,1
CHEMBL1331525,c1cncc(CNc2ncncc2-c2ccc3c(c2)OCO3)c1,26020,0
CHEMBL99203,Nc1ncnc2c1c(I)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,71,1
CHEMBL2386769,COC(=N)c1nc2ccc3ncnc(Nc4ccc(C(F)(F)F)cc4)c3c2s1,18.26,1
CHEMBL4164848,COc1ccc2c(c1)[nH]c1c(N3CCCCC3)nccc12,1500,0
CHEMBL3609667,COc1cc(NC(=O)Nc2cccc3c2[C@@H]2C[C@H](O)CCN2C3=O)nc2ccccc12,100000000,0
CHEMBL3335365,COc1ccc2sc(C(=O)N(C)OC)cc2c1,900,1
CHEMBL4074685,Nc1cc(-c2c[nH]c3cnccc23)ccn1,2024,0
CHEMBL3753668,N#C/C(=C\c1cccnc1)c1c[nH]c2ncccc12,21,1
CHEMBL3103192,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCN,40,1
CHEMBL3219057,COc1ccc2[nH]c(-c3ccccc3)c(-c3ccncc3)c2n1,1300,0
CHEMBL1868723,FC(F)(F)c1cccc(Nc2nccc(-c3ccc4c(c3)OCO4)n2)c1,40,1
CHEMBL3774667,COc1ccc(/C=C2\NC(=O)SC2=O)cc1,1300,0
CHEMBL3935442,NC(=O)c1cc(-c2cn3ccccc3n2)ccc1O,4000,0
CHEMBL1957115,COc1ccc2c(c1)[nH]c1c(C(C)=O)nccc12,66.7,1
CHEMBL409450,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,52,1
CHEMBL3589674,COc1cccc(-c2ccc3nc(C(=O)O)c4c5cccc(Cl)c5[nH]c4c3c2)c1,41,1
CHEMBL3885021,COc1ccc2[nH]cc3c2c1C(C)NC(c1cccnc1)=C3C#N,5000,0
CHEMBL3092860,O=C1NC(Nc2ccccc2)=N/C1=C\c1ccccc1,100000000,0
CHEMBL2295953,CCC[C@H](O)Nc1nc(Nc2ccc(-c3cncnc3)cc2)c2ncn(C(C)C)c2n1,1200,0
CHEMBL2295954,CC(C)C[C@@H](O)Nc1nc(Nc2ccc(-c3cncnc3)cc2)c2ncn(C(C)C)c2n1,510,1
CHEMBL3787480,Cc1ccnc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)c1,100000000,0
CHEMBL1436125,c1ccc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)cc1,26000,0
CHEMBL1405981,Clc1ccccc1-c1ccc2ncnc(NCc3cccs3)c2c1,9012,0
CHEMBL2392237,Brc1cncc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)c1,26000,0
CHEMBL3609675,CO[C@@H]1CCN2C(=O)c3cccc(NC(=O)Nc4cnc(C)cn4)c3[C@@H]2C1,100000000,0
CHEMBL2314476,CC(C)[C@H](CO)Nc1nc(Nc2ccccn2)c2ncn(C(C)C)c2n1,2000,0
CHEMBL4081470,C[C@@H](c1ccc(F)cc1)n1nnc2cnc3ccc(-c4ccncc4)cc3c21,1139,0
CHEMBL2180851,O=C(Nc1cc(O)c2ccccc2n1)Nc1cccc2c1C1CCCCN1C2=O,5600,0
CHEMBL3885316,COc1ccc2c(n1)[nH]c1c3ccncc3cc(C#N)c21,200,1
CHEMBL2314444,CC(C)n1c(C(CO)CO)nc2c(Nc3cncnc3)ncnc21,1900,0
CHEMBL4072506,COc1ccc2ncc(-c3cccc(/C=N/O)c3)n2n1,33,1
CHEMBL3219061,COc1ccc2[nH]c(-c3cccc(F)c3)c(-c3ccncc3)c2n1,1800,0
CHEMBL1407164,c1c[nH]c(CNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)n1,155,1
CHEMBL4070354,O=C(Nc1ccc(O)cc1)c1c[nH]c2ncc(-c3ccc(O)cc3)cc12,100000000,0
CHEMBL2180855,O=C(Nc1cccc(F)n1)Nc1cccc2c1C1CCCCN1C2=O,3500,0
CHEMBL1318637,Cc1ccsc1CN(C)c1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,260,1
CHEMBL4438748,CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1,100000000,0
CHEMBL2392359,COc1ccc(-c2ccnc(NCc3ccc(Cl)cc3)n2)cc1,1314,0
CHEMBL2386764,COC(=N)c1nc2ccc3ncnc(Nc4ccc(C)cc4)c3c2s1,0.98,1
CHEMBL3094445,CNC(=O)c1ccc(Cl)c(NC(=O)c2cc3cnc(OC)nc3[nH]c2=O)c1,107,1
CHEMBL562396,Cn1nc(N)c2cc(C#N)c(N)nc21,100000000,0
CHEMBL2392364,Clc1cc(Cl)cc(CNc2nccc(-c3ccc4c(c3)OCO4)n2)c1,27,1
CHEMBL2386761,COC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)cc4)c3c2s1,13.08,1
CHEMBL359794,N#Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,103,1
CHEMBL3903725,Nc1ccc(-c2ccc3ncc4c(=O)[nH]c(=O)n(-c5cccc(C(F)(F)F)c5)c4c3n2)cn1,100000000,0
CHEMBL319467,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,900,1
CHEMBL2180848,O=C(Nc1nc2ccccc2s1)Nc1cccc2c1C1CCCCN1C2=O,100000000,0
CHEMBL4281037,Nc1cncc(-c2cc(-c3cccnc3)cs2)c1,101,1
CHEMBL2392388,Clc1ccc(CNc2ccnc(-c3cccnc3)n2)cc1,29200,0
CHEMBL1933806,CC(=O)Nc1cc(-c2ccc([N+](=O)[O-])cc2)n[nH]1,23710,0
CHEMBL4171209,O=C(NCCN1CCOCC1)Nc1cccc(-c2ccc3nc(NC(=O)C4CC4)sc3n2)c1,3500,0
CHEMBL2314479,CC(C)n1cnc2c(Nc3ccccn3)nc(Cl)nc21,3800,0
CHEMBL3589774,O=C(O)c1nc2ccsc2c2[nH]c3c(Cl)cccc3c12,170,1
CHEMBL4068096,COc1cccc2c(-c3ccnc(N)c3)c[nH]c12,2142,0
CHEMBL3589657,Cc1ccc2[nH]c3c4ccccc4nc(C(=O)O)c3c2c1,100000000,0
CHEMBL2314438,CC(C)n1cnc2c(Nc3ccnnc3)nc(Cl)nc21,3400,0
CHEMBL4088888,CS(=O)(=O)Nc1ccc(-c2cnc3[nH]cc(-c4ccc(O)cc4)c3c2)cc1,56,1
CHEMBL4087260,Nc1ccc(Cl)cc1-c1cnc2ccc(Cl)nn12,14000,0
CHEMBL1933802,COc1ccc2c(c1)CCc1sc(NC(=O)c3ccc(OC)c(OC)c3)nc1-2,24740,0
CHEMBL3589668,O=C(O)c1nc2cc(Cl)ccc2c2[nH]c3c(Cl)cccc3c12,2300,0
CHEMBL3335361,O=C(c1ccccc1)c1cc2cc(O)ccc2s1,2000,0
CHEMBL3609665,COc1cc(NC(=O)Nc2cccc3c2[C@@H]2C[C@H](OC)CCN2C3=O)nc2ccccc12,100000000,0
CHEMBL2314478,CC[C@H](CO)Nc1nc(Nc2ccccn2)c2ncn(C(C)C)c2n1,3300,0
CHEMBL3609654,O=C(Nc1cnccn1)Nc1cccc2c1C1CC3(CCN1C2=O)SCCS3,100000000,0
CHEMBL3609569,O=C(Nc1cnccn1)Nc1cccc2c1C1CC3(CCN1C2=O)OCCO3,93000,0
CHEMBL1435542,Cc1nc(CNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)cs1,206,1
CHEMBL4098364,COc1ccc2c(-c3ccnc(N)c3)c[nH]c2c1,2904,0
CHEMBL4079347,COc1ccc2ncc(-c3ccc4[nH]ccc4c3)n2n1,470,1
CHEMBL1474834,Cc1nc(CN(C)c2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)cs1,14,1
CHEMBL3589664,COc1ccc2c(c1)nc(C(=O)O)c1c3cccc(F)c3[nH]c21,320,1
CHEMBL4089542,Nc1cccc(-c2cnc3ccc(Cl)nn23)c1,9400,0
CHEMBL470411,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1cc(O)cc(O)c1,100000000,0
CHEMBL3092862,NCCOCCOCCOc1ccc(NC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2)cc1,50,1
CHEMBL4096379,Cc1cc(-c2ccc3ncc4nnn(Cc5ccc(F)cc5)c4c3c2)ccn1,107,1
CHEMBL4092047,CC[C@@H](CO)Nc1ccc2ncc(-c3ccnc(SC)n3)n2n1,1700,0
CHEMBL3785408,Cc1cccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,2200,0
CHEMBL301226,COc1ccc(-c2c3c4cc(OC)c(O)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O,35,1
CHEMBL2234212,CCOc1ccc(S(=O)(=O)N2CCOCC2)cc1-c1nc2ncccc2c(=O)[nH]1,100000000,0
CHEMBL3745885,Cn1c(=O)c(S(=O)(=O)c2ccc(F)cc2F)cc2cnc(Nc3ccc4[nH]ccc4c3)nc21,100000000,0
CHEMBL4092673,CC[C@@H](CO)N(C(C)=O)c1ccc2ncc(-c3cccc(NC(C)=O)c3)n2n1,190,1
CHEMBL452220,CC1(C)C=Cc2c(cc(O)c3c(=O)c4cccc(O)c4[nH]c23)O1,2200,0
CHEMBL3785575,Cc1ccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)nc1,100000000,0
CHEMBL1725513,c1coc(CNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)c1,84,1
CHEMBL4575812,COc1ccc2c3ccnc(C)c3n(CCC(C)C(N)=O)c2c1,13.9,1
CHEMBL4103831,Nc1cc(-c2c[nH]c3cc(C(F)(F)F)ccc23)ccn1,4335,0
CHEMBL4095479,COc1ccc2c(-c3ccnc(N)n3)c[nH]c2c1,443,1
CHEMBL4575900,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@@H](C)Oc1ccccc1,10,1
CHEMBL3609672,Cn1ccc(NC(=O)Nc2cccc3c2C2CC4(CCN2C3=O)SCCS4)n1,100000000,0
CHEMBL2314449,CC[C@H](CO)Nc1nc(Nc2cncnc2)c2ncn(C(C)C)c2n1,280,1
CHEMBL3786430,O=C(Nc1cc(CN2CCCCC2)ccn1)Nc1cccc2c1C1CCCCN1C2=O,3600,0
CHEMBL469775,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccccc1,100000000,0
CHEMBL3787061,O=C(Nc1cccc(CN2CCCC2)n1)Nc1cccc2c1C1CCCCN1C2=O,100000000,0
CHEMBL3589675,COc1ccc(-c2ccc3nc(C(=O)O)c4c5cccc(Cl)c5[nH]c4c3c2)cc1,56,1
CHEMBL4067420,COc1ccc2ncc(-c3ccnc(SC)n3)n2n1,930,1
CHEMBL2314470,CC(C)[C@@H](CO)Nc1nc(Nc2cccnc2)c2ncn(C(C)C)c2n1,400,1
CHEMBL2295949,CC(C)C[C@@H](O)Nc1nc(Nc2ccc(-c3ncccn3)cc2)c2ncn(C(C)C)c2n1,500,1
CHEMBL3911609,COc1cc(OC)cc(-c2cn3cc(Cl)ccc3n2)c1,100000000,0
CHEMBL3753955,N#C/C(=C\c1cccnc1)c1c[nH]c2ccccc12,5500,0
CHEMBL3786624,O=Cc1cccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,2800,0
CHEMBL2234213,CCOc1ccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)cc1-c1nc2ncccc2c(=O)[nH]1,100000000,0
CHEMBL2386762,COC(=N)c1nc2ccc3ncnc(Nc4ccc(Cl)cc4)c3c2s1,1.13,1
CHEMBL3884570,COc1ccc2c(/C(C#N)=C/c3cccnc3)c[nH]c2n1,180,1
CHEMBL4070065,FC(F)(F)c1cccc(-c2cnc3ccc(Cl)nn23)c1,7800,0
CHEMBL3094451,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCc4cccs4)ccc3Cl)c(=O)[nH]c2n1,41,1
CHEMBL2425487,COc1cc(C)c(-c2c3c4cc(OC)c(O)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O,241,1
CHEMBL4101902,Cn1nc(-c2cnc(N)c(-c3ccc(C(N)=O)c(F)c3)n2)nc1C1(c2ccccc2)CC1,140,1
CHEMBL472491,COc1cc(/C=C2\C(=O)NN(c3ccc(F)cc3)C2=O)ccc1O,2500,0
