ID,SMILES,act_mean,Type
CHEMBL2392230,Clc1ccc(CNc2cc(-c3ccc4c(c3)OCO4)ncn2)cc1Cl,13040,0
CHEMBL4087456,Nc1nccc(-c2c[nH]c3cc(C(F)(F)F)ccc23)n1,62,1
CHEMBL3754608,COc1ccc2[nH]cc(/C(C#N)=C/c3cccnc3)c2c1,6300,0
CHEMBL2392225,Fc1ccc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)cc1Cl,14600,0
CHEMBL4579529,COc1ccc2c3ccnc(C)c3n(CCCNC(C)=O)c2c1,74,1
CHEMBL495696,N#Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,5,1
CHEMBL4164359,COc1ccc2c(c1)[nH]c1c(N3CCC3)nccc12,159,1
CHEMBL4066664,FC(F)(F)CNc1nc(Nc2ccc3cn[nH]c3c2)nc2ccoc12,4860,0
CHEMBL4103030,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3ccc4cc(OC)ccc4c3)o2)c1,1000,1
CHEMBL4168671,C=CC(=O)Nc1ccc(C(=O)c2sc(Nc3ccc(N4CCN(C)CC4)cc3OC)nc2N)cc1,1200,0
CHEMBL1645552,Cc1nccc2c1[nH]c1cc(OCc3cccnc3)ccc12,10000,0
CHEMBL4476003,COc1ccc2c3ccnc(C)c3n(CCCCNC(C)=O)c2c1,168,1
CHEMBL2234216,O=C1NN=C(c2ccccc2)/C(=N/Nc2ccccc2)C1=O,100000000,0
CHEMBL4439133,Cc1n[nH]cc1-c1cc2nc([C@@H]3CCCCN3)[nH]c(=O)c2s1,59,1
CHEMBL4078755,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cc4ccccc4s3)o2)c1,500,1
CHEMBL2386743,COC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)cc4OC)c3c2s1,9.53,1
CHEMBL484166,COc1ccc(N2NC(=O)/C(=C\c3cc(OC)cc(OC)c3)C2=O)cc1,100000000,0
CHEMBL3884113,Nc1nc2ccccc2c2cc3cnccc3cc12,100000000,0
CHEMBL498718,COc1cc(/C=C2\C(=O)NN(c3ccc(C#N)cc3)C2=O)ccc1O,600,1
CHEMBL4648742,c1ccc(-n2cc(-c3ccncc3)c3ccncc32)cc1,13,1
CHEMBL3945621,COc1ccc(Nc2ncnc3ccc4nc(C(=N)NCc5ccccc5)sc4c23)cc1,5500,0
CHEMBL2180857,O=C(Nc1cccc2c1C1CCCCN1C2=O)Nc1nc(Cl)c(Cl)c(Cl)c1Cl,100000000,0
CHEMBL3219060,COc1ccc2[nH]c(-c3ccc(O)cc3)c(-c3ccncc3)c2n1,470,1
CHEMBL1315944,COc1ccc(-c2ccc3ncnc(NCc4cccs4)c3c2)cc1,3152,0
CHEMBL1354134,c1nc(NCC2CCCC2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1,76,1
CHEMBL1374544,CN(Cc1ccco1)c1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,98,1
CHEMBL1394132,Cn1ccc2cc(-c3ccc4ncnc(NCc5cccs5)c4c3)ccc21,4517,0
CHEMBL1437638,Cc1nnc(CN(C)c2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)o1,120,1
CHEMBL1515868,c1nc(NCCc2c[nH]cn2)c2cc(-c3ccc4c(c3)OCO4)ccc2n1,541,1
CHEMBL1551169,CC(C)(C)CNc1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,17,1
CHEMBL1555138,Fc1c(-c2ccc3ncnc(NCc4cccs4)c3c2)ccc2c1OCO2,164,1
CHEMBL1599314,Cc1ccc(CNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)s1,1158,0
CHEMBL1612487,COc1ccc(/C=C2\CCOC2=O)cc1,1810,0
CHEMBL1615221,CC[C@@H](CO)Nc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1,900,1
CHEMBL1704879,Cc1csc(CN(C)c2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)n1,26,1
CHEMBL1733003,OCc1ccc(-c2ccc3ncnc(NCc4cccs4)c3c2)o1,4657,0
CHEMBL1762119,O=C1C=C(c2ccc(O)c(O)c2O)C(=O)c2c(O)ccc(O)c21,21400,0
CHEMBL1765714,O=c1ccc2cnc3ccc(-c4cn[nH]c4)cc3c2n1-c1ccc(F)cc1C(F)(F)F,532,1
CHEMBL177820,Brc1c(Br)c(Br)c2[nH]nnc2c1Br,4360,0
CHEMBL1802358,O=C1NC(Nc2ccccc2)=N/C1=C\c1ccc2c(c1)OCO2,47.75,1
CHEMBL1802963,Nc1nccc(-c2c[nH]c3c(Br)cccc23)n1,79,1
CHEMBL1882945,Clc1ccc(CNc2ncncc2-c2ccc3c(c2)OCO3)cc1,15299.5,0
CHEMBL1885536,c1cc(-c2ccc3c(c2)OCO3)nc(Nc2ccc3c(c2)OCO3)n1,77.5,1
CHEMBL1892019,Clc1ccc(CNc2nccc(-c3ccc4[nH]ncc4c3)n2)cc1Cl,229.5,1
CHEMBL1894742,c1cncc(CNc2nccc(-c3ccc4cn[nH]c4c3)n2)c1,210,1
CHEMBL2088659,COc1ccc2[nH]c3c(=O)[nH]nc(C)c3c2c1,5000,0
CHEMBL2219849,Cc1c2c(cc[n+]1Cc1ccccc1)c1ccc(OCC3CCCCC3)cc1n2CC1CCCCC1,43000,0
CHEMBL2219889,Cc1c2c(cc[n+]1Cc1ccccc1)c1ccc(OCc3ccccc3)cc1n2Cc1ccccc1,21200,0
CHEMBL2295936,CCC[C@H](O)Nc1nc(Nc2cccc(-c3ncccn3)c2)c2ncn(C(C)C)c2n1,2100,0
CHEMBL2295945,CC(C)C[C@@H](O)Nc1nc(Nc2cccc(-c3cncnc3)c2)c2ncn(C(C)C)c2n1,1000,1
CHEMBL2295958,CC(C)C(O)Nc1nc(Nc2ccc(-c3cncnc3)cc2)c2ncn(C(C)C)c2n1,2300,0
CHEMBL2314439,CC(C)n1cnc2c(Nc3cnccn3)nc(Cc3cnccn3)nc21,500,1
CHEMBL2314446,CC(C)[C@@H](CO)Nc1nc(Nc2cncnc2)c2ncn(C(C)C)c2n1,490,1
CHEMBL2314454,CC(C)[C@@H](CO)Nc1nc(Nc2ccncn2)c2ncn(C(C)C)c2n1,1100,0
CHEMBL2314461,CC[C@@H](CO)Nc1nc(Nc2ncccn2)c2ncn(C(C)C)c2n1,2000,0
CHEMBL2314464,CC(C)[C@H](CO)Nc1nc(Nc2ccncc2)c2ncn(C(C)C)c2n1,780,1
CHEMBL2314468,CC(C)n1c(C(CO)CO)nc2c(Nc3cccnc3)ncnc21,1200,0
CHEMBL2314474,CC(C)n1cnc2c(Nc3cccnc3)nc(Cl)nc21,2100,0
CHEMBL2386753,COC(=N)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,1.65,1
CHEMBL2386754,CCOC(=N)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,6.02,1
CHEMBL2386757,NC(=O)c1nc2ccc3ncnc(Nc4ccc(Br)cc4F)c3c2s1,194.4,1
CHEMBL2392226,Fc1ccc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)cc1Br,6500,0
CHEMBL2392234,Brc1ccc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)cn1,26000,0
CHEMBL2392239,c1ccc2ncc(CNc3ccnc(-c4ccc5c(c4)OCO5)n3)cc2c1,29200,0
CHEMBL2392240,c1ccc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)nc1,32800,0
CHEMBL2392241,c1cc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)ccn1,26000,0
CHEMBL2392360,COc1ccc(-c2ccnc(NCc3ccc(Cl)c(Cl)c3)n2)cc1,681.5,1
CHEMBL2392362,COc1cccc(-c2ccnc(NCc3ccc(Cl)c(Cl)c3)n2)c1,5237,0
CHEMBL2392378,Cc1ccc(CNc2ccnc(-c3cccc(C#N)c3)n2)cc1,41200,0
CHEMBL2392385,COc1cccc(-c2nccc(NCc3ccc(Cl)cc3)n2)c1,20700,0
CHEMBL2392391,COc1ccc(CNc2ccnc(-c3cccc(C#N)c3)n2)cc1,16400,0
CHEMBL269538,COc1ccc2c(c1)[nH]c1c(C)nccc12,97.08,1
CHEMBL3094439,COc1nc(C)c2cc(C(=O)Nc3cc(C(=O)NC(CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,52,1
CHEMBL3094440,COC(=O)c1ccc(C)c(NC(=O)c2cc3cc(OC)c(OC)cc3[nH]c2=O)c1,320,1
CHEMBL3094455,COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,9,1
CHEMBL3094457,COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCCCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,797,1
CHEMBL3094458,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCCCN)ccc3Cl)c(=O)[nH]c2n1,1610,0
CHEMBL3094459,COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCN)C4CCCCC4)ccc3Cl)c(=O)[nH]c2n1,301,1
CHEMBL3094461,COc1ncc2cc(C(=O)Nc3cc(C(=O)N[C@@H](CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,1030,0
CHEMBL3133767,Nc1nccc(-c2cn(C(=O)c3ccccc3)c3ccccc23)n1,3100,0
CHEMBL3133768,Nc1nccc(-c2cn(C(=O)c3ccccc3)c3ccc(Br)cc23)n1,830,1
CHEMBL3335350,O=C(c1cccc(O)c1)c1cc2cc(O)ccc2s1,400,1
CHEMBL3335352,O=C(c1cccc(O)c1)c1cc2cc(O)ccc2[nH]1,15000,0
CHEMBL3335355,O=C(c1ccc(O)cc1)c1cc2cc(O)ccc2o1,9700,0
CHEMBL3335356,Cc1ccc(C(=O)c2cc3cc(O)ccc3s2)cc1O,200,1
CHEMBL3335359,O=C(c1ccc(F)c(O)c1)c1cc2cc(O)ccc2s1,1200,0
CHEMBL3338893,COc1ccc(Nc2cc(-c3ccncc3)n[nH]c2=O)cc1,610,1
CHEMBL3589653,O=C(O)c1nc2ccccc2c2[nH]c3ccccc3c12,2600,0
CHEMBL3589662,O=C(O)c1nc2ccccc2c2[nH]c3c(I)cccc3c12,868.67,1
CHEMBL3589671,O=C(O)c1nc2ccc(I)cc2c2[nH]c3c(Cl)cccc3c12,180,1
CHEMBL3589775,O=C(O)c1nc2cccnc2c2[nH]c3c(Br)cccc3c12,130,1
CHEMBL3609656,O=C1CCN2C(=O)c3cccc(NC(=O)Nc4cnccn4)c3C2C1,50000,0
CHEMBL3609662,Cc1cccc(NC(=O)Nc2cccc3c2[C@@H]2C[C@H](O)CCN2C3=O)n1,7000,0
CHEMBL366259,Cc1ccccc1Nc1nccc(-c2cnn3ncccc23)n1,64,1
CHEMBL3751934,COc1cccc2c(/C(C#N)=C/c3cccnc3)c[nH]c12,1200,0
CHEMBL3753782,COc1cccc2[nH]cc(/C(C#N)=C/c3cccnc3)c12,6000,0
CHEMBL3774704,O=C1OCC/C1=C\c1ccc2ncsc2c1,165,1
CHEMBL3775111,CC1C/C(=C\c2ccc3c(c2)CCO3)C(=O)O1,1135,0
CHEMBL3785771,Cc1nccnc1NC(=O)Nc1cccc2c1C1CCCCN1C2=O,4500,0
CHEMBL3883414,N#Cc1cc2cnccc2c2[nH]c3ccc(F)cc3c12,310,1
CHEMBL3884627,COc1cccc2c1[nH]c1c3ccncc3cc(C(N)=O)c21,600,1
CHEMBL3884861,COc1ccc2c(c1)[nH]c1c3ccncc3cc(C(N)=O)c21,2000,0
CHEMBL3885036,COc1ccc2[nH]c3c(=O)[nH]c(-c4cccnc4)c(C#N)c3c2c1,4300,0
CHEMBL3885043,N#C/C(=C\c1cccnc1)c1c[nH]c2ccc(Cl)cc12,3300,0
CHEMBL3885328,COc1ccc2c(c1)[nH]c1c3ccncc3cc(CN)c21,870,1
CHEMBL3885333,COc1ccc2[nH]cc(/C(C#N)=C/c3cnccc3C)c2c1,5500,0
CHEMBL3885360,COc1ccc2c(c1)[nH]c1c3ccncc3cc(CNC(C)=O)c21,970,1
CHEMBL3904523,NC(=O)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,500,1
CHEMBL3905538,COC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)c(O)c4)c3c2s1,4.25,1
CHEMBL3908596,NC(=O)c1cc(-c2cn3cc(Br)ccc3n2)ccc1O,2600,0
CHEMBL3911303,COC(=N)c1nc2ccc3ncnc(N(C)c4ccc(OC)c(OC)c4)c3c2s1,3768,0
CHEMBL3911342,COc1ccc(Nc2ncnc3ccc4nc(C5=NCCO5)sc4c23)cc1,11000,0
CHEMBL3912295,COC(=N)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCCO5)c3c2s1,8,1
CHEMBL3915671,N=C(NCCN1CCCCC1)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,5500,0
CHEMBL3916163,CCCCOC(=N)c1nc2ccc3ncnc(Nc4ccc(Cl)cc4Cl)c3c2s1,47.5,1
CHEMBL3921510,CC(C)OC(=O)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,124.7,1
CHEMBL3923825,NC(=O)c1cc(-c2cn3ccncc3n2)ccc1O,6000,0
CHEMBL3930050,COC(=N)c1nc2ccc3ncnc(Nc4ccc(O)cc4)c3c2s1,500,1
CHEMBL3934766,COC(=N)c1nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2s1,500,1
CHEMBL3957886,COc1ccc(Nc2ncnc3ccc4nc(C(N)=O)sc4c23)cc1,142.5,1
CHEMBL3958753,CN(C)C(=N)c1nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2s1,5500,0
CHEMBL3970062,COC(=N)c1nc2ccc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3c2s1,66.82,1
CHEMBL3971170,COC(=N)c1nc2ccc3ncnc(Nc4ccc(Cl)cc4F)c3c2s1,0.99,1
CHEMBL3986536,N=C(NCc1ccncc1)c1nc2ccc3ncnc(Nc4ccc(Br)cc4F)c3c2s1,5500,0
CHEMBL4062218,CNC(=O)c1ccc(Nc2nc(OC3CCCC3)c3c(-c4ccc5nc(C)oc5c4)c[nH]c3n2)c(OC)c1,104,1
CHEMBL4062683,CC[C@@H](CO)Nc1ccc2ncc(-c3ccnc(S(C)(=O)=O)n3)n2n1,1800,0
CHEMBL4064988,Clc1cccc(-c2cnc3ccc(N4CCC(N5CCCCC5)CC4)nn23)c1,2800,0
CHEMBL4065167,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(/C=C/c3ccccc3)o2)c1,7000,0
CHEMBL4065432,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(/C=N/O)c3)n2n1,110,1
CHEMBL4065701,Oc1ccc(-c2c[nH]c3ncc(-c4ccc5[nH]ccc5c4)cc23)cc1,204,1
CHEMBL4066075,N#Cc1cccc2c(-c3ccnc(N)c3)c[nH]c12,790,1
CHEMBL4067661,NC(=O)Nc1ccc(-c2cnc3[nH]cc(-c4ccc(O)cc4)c3c2)cc1,31,1
CHEMBL4069163,Fc1ccc(Cn2cc(-c3ccncc3)c3ccncc32)cc1,12,1
CHEMBL4071413,CC[C@@H](CO)NC(=O)c1cccc(-c2cnc3ccc(N[C@@H](CC)CO)nn23)c1,1400,0
CHEMBL4073997,Nc1nccc(-c2c[nH]c3c(Cl)cccc23)n1,46,1
CHEMBL4074499,CC(=O)Nc1cccc(Nc2ccc3ncc(-c4cccc(Cl)c4)n3n2)c1,110,1
CHEMBL4075820,CC[C@H](CO)NC(=O)c1cccc(-c2cnc3ccc(Cl)nn23)c1,9000,0
CHEMBL4076448,O=Cc1cccc(-c2cnc3ccc(Cl)nn23)c1,650,1
CHEMBL4076906,Clc1ccc2ncc(-c3cccnc3)n2n1,13000,0
CHEMBL4080488,Cc1cc(-c2c[nH]c3cnccc23)ccn1,75,1
CHEMBL4086402,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(C(F)(F)F)c3)n2n1,220,1
CHEMBL4090770,CC[C@@H](CO)Nc1ccc2ncc(-c3ccc4[nH]ccc4c3)n2n1,350,1
CHEMBL4091942,Clc1ccc2ncc(-c3ccc4[nH]ccc4c3)n2n1,2400,0
CHEMBL4092984,COc1cc(-c2ccc3ncc4nnn([C@@H](C)c5ccc(F)cc5)c4c3c2)ccn1,2872,0
CHEMBL4096575,Nc1ccc(-c2cnc3[nH]cc(-c4ccc(O)cc4)c3c2)cc1,377,1
CHEMBL4097368,CC[C@@H](CO)Nc1ccc2ncc(-c3ccsc3)n2n1,470,1
CHEMBL4105629,c1cc(-c2cn(CCC3CC3)c3cnccc23)ccn1,8,1
CHEMBL4171089,COc1cc(N2CCN(C)CC2)ccc1Nc1nc(N)c(C(=O)c2ccccc2)s1,800,1
CHEMBL4176129,COc1ccc2c(c1)[nH]c1c(N3CCCC3Cc3ccccc3)nccc12,221,1
CHEMBL4277134,O=C(Nc1ccc(C(=O)NCc2ccccc2)cc1)Nc1nc2ccc(O)cc2s1,63,1
CHEMBL4280981,c1cncc(-c2csc(-c3cccnc3)c2)c1,300,1
CHEMBL4283240,COc1ccc2c3ccnc(Cl)c3n(CC#N)c2c1,181,1
CHEMBL4283751,N=C1NC(=O)/C(=C/c2ccc3c(c2)CCO3)S1,7.9,1
CHEMBL4287083,CCCn1cc(-c2csc(-c3cncc(NC(=O)C4CC4)c3)c2)cn1,76,1
CHEMBL4287375,CN1CCN(C(=O)c2ccc(NC(=O)Nc3nc4ccc(O)cc4s3)cc2)CC1,95,1
CHEMBL4290247,O=C(Cc1ccc(F)cc1)Nc1cncc(-c2cc(-c3cccnc3)cs2)c1,30.48,1
CHEMBL4294080,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)C1CCC1,57.8,1
CHEMBL4294976,CCOc1ccccc1CNc1nc(C)nc2[nH]cc(-c3ccnc(N)c3)c12,2.1,1
CHEMBL4295177,O=C(Nc1cncc(-c2cc(-c3cccnc3)cs2)c1)c1ccc(F)cc1F,49,1
CHEMBL4441878,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C(C)C,7.5,1
CHEMBL4460561,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C1CC1,9,1
CHEMBL4474836,COc1ccc2c3ccnc(C)c3n(CCCC(N)=O)c2c1,25,1
CHEMBL4530280,N#Cc1c(-c2ccccc2)[nH]c2c(I)cccc12,10,1
CHEMBL4550702,Cn1cc(-c2cnc3c(-c4csc(C(=O)NCC(F)(F)F)c4)cnn3c2)cn1,11,1
CHEMBL4637319,Cc1cccc(N(C)c2nccc(-c3cnn4ncccc34)n2)c1,76,1
CHEMBL4640031,C[C@H]1CN(C(=O)Nc2cc(-c3cn([C@H]4CC[C@@](C)(O)CC4)c4cnccc34)ccn2)C[C@@H](C)O1,3,1
CHEMBL4640465,Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1,16.7,1
CHEMBL4640598,c1cc(-c2cn(C3CCOCC3)c3cnccc23)ccn1,352,1
CHEMBL4645474,O=C(Nc1cc(-c2cn(-c3ccccc3)c3cnccc23)ccn1)NC1CC1,15,1
CHEMBL511636,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccc(O)c([N+](=O)[O-])c1,600,1
CHEMBL590109,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,440,1
CHEMBL1242973,COC(=O)[C@@]1(Cc2ccc(O)c(CC=C(C)C)c2)OC(=O)C(O)=C1c1ccc(O)cc1,100000000,0
CHEMBL3338889,COc1ccc(Nc2cc(C)n[nH]c2=O)cc1,100000000,0
CHEMBL3094443,COC(=O)c1ccc(Cl)c(C(=O)Nc2cc3cnc(OC)nc3[nH]c2=O)c1,100000000,0
CHEMBL2314463,CC[C@H](CO)Nc1nc(Nc2ncccn2)c2ncn(C(C)C)c2n1,100000000,0
CHEMBL3787292,O=C(Nc1cc(CF)ccn1)Nc1cccc2c1C1CCCCN1C2=O,100000000,0
CHEMBL513188,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccccc1F,100000000,0
CHEMBL2180869,O=C(Nc1cc[nH]n1)Nc1cccc2c1C1CCCCN1C2=O,100000000,0
CHEMBL549301,CC(=O)Nc1nn(C)c2nc(N)c(C#N)c(-c3ccccc3)c12,100000000,0
CHEMBL562397,CC(=O)Nc1nn(C)c2nc(N)c(C#N)cc12,100000000,0
CHEMBL511841,COc1cccc(/C=C2\C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)c1,100000000,0
CHEMBL3893635,Nc1ccc(-c2cn3cc(Cl)ccc3n2)cc1Br,100000000,0
CHEMBL4080844,CC[C@@H](CO)Nc1ccc2ncc(/C=C/c3cccc(C(F)(F)F)c3)n2n1,100000000,0
CHEMBL3609673,CO[C@@H]1CCN2C(=O)c3cccc(NC(=O)Nc4ccn(C)n4)c3[C@@H]2C1,100000000,0
CHEMBL3884027,N#C/C(=C\c1ccccc1)c1c[nH]c2ccccc12,100000000,0
CHEMBL2314462,CC(C)n1cnc2c(Nc3ncccn3)nc(Cl)nc21,100000000,0
CHEMBL214198,CC(C)c1nnc2ccc(-c3c[nH]nc3-c3cc(F)ccc3F)cn12,100000000,0
CHEMBL212968,CC(C)(C)c1nnc2ccc(-c3ocnc3-c3cc(F)c(F)cc3F)cn12,100000000,0
CHEMBL3883943,COc1cncc(/C=C(\C#N)c2c[nH]c3ccc(OC)cc23)c1,100000000,0
CHEMBL212382,CC(C)(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3F)cn12,100000000,0
CHEMBL513717,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccccc1[N+](=O)[O-],100000000,0
CHEMBL2180861,O=C(Nc1ccccc1)Nc1cccc2c1C1CCCCN1C2=O,100000000,0
CHEMBL465047,COC(=O)[C@]1(Cc2ccc(OS(=O)(=O)O)c(CC=C(C)C)c2)OC(=O)C(O)=C1c1ccc(O)cc1,100000000,0
CHEMBL3939584,COc1cccc(-c2cn3cc(Cl)ccc3n2)c1,100000000,0
CHEMBL2234217,O=C1NN=C(c2ccc(Br)cc2)/C(=N/Nc2ccccc2)C1=O,100000000,0
CHEMBL4069365,CC1(C)OCC(=O)Nc2cc(Nc3nc(NCC(F)(F)F)c4occc4n3)ccc21,100000000,0
CHEMBL2295959,CC(C)n1cnc2c(Nc3cccc(-c4ncccn4)c3)nc(Cl)nc21,100000000,0
CHEMBL3589655,O=C(O)c1nc2ccccc2c2[nH]c3ccc(C(F)(F)F)cc3c12,100000000,0
CHEMBL4101671,C[C@@H](c1ccc(F)cc1)n1nnc2cnc3ccc(-c4ccc(C#N)cc4)cc3c21,100000000,0
CHEMBL1495595,Clc1cccc(-c2ccc3ncnc(NCc4cccs4)c3c2)c1,100000000,0
CHEMBL2234218,CCOC(=O)c1[nH]nc(-c2ccc(F)cc2)c1/N=N/c1ccccc1,100000000,0
CHEMBL3219064,COc1ccc2[nH]c(-c3cccc(O)c3)c(-c3cccnc3)c2n1,100000000,0
CHEMBL571001,COc1nc(NN)c(C#N)c(-c2ccccc2)c1C#N,100000000,0
CHEMBL4073972,Oc1ccc(-c2ccc3[nH]cc(-c4ccc(O)cc4)c3c2)cc1,100000000,0
CHEMBL4062803,Cc1n[nH]c2cc(Nc3nc(NC4CC4)c4occc4n3)ccc12,100000000,0
CHEMBL3974565,COc1ccc(-c2ccc3nc(-c4ccc(O)c(C(N)=O)c4)cn3c2)cc1,100000000,0
CHEMBL1604618,Cc1ccc(CNc2ncnc3ccc(-c4ccc(CO)o4)cc23)o1,100000000,0
CHEMBL3589656,O=C(O)c1nc2ccccc2c2[nH]c3ccc([N+](=O)[O-])cc3c12,100000000,0
