Molecule ChEMBL ID,Smiles,Molecular Weight,act_mean
CHEMBL2392368,FC(F)(F)c1cc(Br)cc(Nc2nccc(-c3ccc4c(c3)OCO4)n2)c1,438.2,313.5
CHEMBL2392375,Clc1ccc(CNc2ccnc(-c3cccnc3)n2)cc1Cl,331.21,41200
CHEMBL2392378,Cc1ccc(CNc2ccnc(-c3cccc(C#N)c3)n2)cc1,300.37,41200
CHEMBL2392379,COc1cccc(-c2nccc(NCc3ccc(C)cc3)n2)c1,305.38,65400
CHEMBL2392385,COc1cccc(-c2nccc(NCc3ccc(Cl)cc3)n2)c1,325.8,20700
CHEMBL2392388,Clc1ccc(CNc2ccnc(-c3cccnc3)n2)cc1,296.76,29200
CHEMBL2392390,COc1ccc(CNc2ccnc(-c3ccc4c(c3)OCO4)n2)cc1,335.36,46300
CHEMBL2392391,COc1ccc(CNc2ccnc(-c3cccc(C#N)c3)n2)cc1,316.36,16400
CHEMBL2392392,COc1ccc(CNc2ccnc(-c3cccc(OC)c3)n2)cc1,321.38,26000
CHEMBL2425487,COc1cc(C)c(-c2c3c4cc(OC)c(O)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O,513.5,241
CHEMBL269538,COc1ccc2c(c1)[nH]c1c(C)nccc12,212.25,97.08
CHEMBL270722,Cc1cc(=O)oc2cc3c([N+](=O)[O-])c(O)ccc3cc12,271.23,15000
CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,458.38,4700
CHEMBL301226,COc1ccc(-c2c3c4cc(OC)c(O)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O,499.48,35
CHEMBL3092862,NCCOCCOCCOc1ccc(NC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2)cc1,454.48,50
CHEMBL3092863,NCCOCCOCCOCCOc1ccc(NC2=N/C(=C\c3ccc4c(c3)OCO4)C(=O)N2)cc1,498.54,28
CHEMBL3092864,NCCOCCOCCOc1ccc(NC2=N/C(=C\c3ccccc3)C(=O)N2)cc1,410.47,8500
CHEMBL3094434,CN1CCN(CCCNc2ncc3cc(C(=O)Nc4cc(C(=O)NC(CCN)c5ccccc5)ccc4Cl)c(=O)[nH]c3n2)CC1,632.17,6
CHEMBL3094435,CN1CCN(CCNc2ncc3cc(C(=O)Nc4cc(C(=O)NC(CCN)c5ccccc5)ccc4Cl)c(=O)[nH]c3n2)CC1,618.14,13
CHEMBL3094436,NCCC(NC(=O)c1ccc(Cl)c(NC(=O)c2cc3cnc(N4CCC(N)CC4)nc3[nH]c2=O)c1)c1ccccc1,575.07,9
CHEMBL3094437,NCCC(NC(=O)c1ccc(Cl)c(NC(=O)c2cc3cnc(N4CC5CCC(C4)O5)nc3[nH]c2=O)c1)c1ccccc1,588.07,5
CHEMBL3094438,Cc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,490.95,37
CHEMBL3094439,COc1nc(C)c2cc(C(=O)Nc3cc(C(=O)NC(CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,520.98,52
CHEMBL3094440,COC(=O)c1ccc(C)c(NC(=O)c2cc3cc(OC)c(OC)cc3[nH]c2=O)c1,396.4,320
CHEMBL3094441,COC(=O)c1ccc(C)c(NC(=O)c2cc3cnc(OC)nc3[nH]c2=O)c1,368.35,116
CHEMBL3094442,COC(=O)c1ccc(Cl)c(NC(=O)c2cc3cnc(OC)nc3[nH]c2=O)c1,388.77,97
CHEMBL3094444,COc1ncc2cc(C(=O)Nc3cc(C(N)=O)ccc3Cl)c(=O)[nH]c2n1,373.76,47
CHEMBL3094445,CNC(=O)c1ccc(Cl)c(NC(=O)c2cc3cnc(OC)nc3[nH]c2=O)c1,387.78,107
CHEMBL3094446,COc1ncc2cc(C(=O)Nc3cc(C(=O)Nc4ccccc4)ccc3Cl)c(=O)[nH]c2n1,449.85,780
CHEMBL3094447,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCc4ccccc4)ccc3Cl)c(=O)[nH]c2n1,463.88,180
CHEMBL3094448,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCc4cccc(Cl)c4)ccc3Cl)c(=O)[nH]c2n1,498.33,22
CHEMBL3094449,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCCc4cccc(Cl)c4)ccc3Cl)c(=O)[nH]c2n1,512.35,342
CHEMBL3094450,COc1ncc2cc(C(=O)Nc3cc(C(=O)N(C)Cc4cccc(Cl)c4)ccc3Cl)c(=O)[nH]c2n1,512.35,305
CHEMBL3094451,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCc4cccs4)ccc3Cl)c(=O)[nH]c2n1,469.91,41
CHEMBL3094452,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCc4ccsc4)ccc3Cl)c(=O)[nH]c2n1,469.91,30
CHEMBL3094453,COc1ncc2cc(C(=O)Nc3cc(-c4nnn(Cc5ccccc5)n4)ccc3Cl)c(=O)[nH]c2n1,488.9,6520
CHEMBL3094454,COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,492.92,8
CHEMBL3094455,COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,506.95,9
CHEMBL3094456,COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,520.98,15
CHEMBL3094457,COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCCCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,535,797
CHEMBL3094458,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCCCN)ccc3Cl)c(=O)[nH]c2n1,430.85,1610
CHEMBL3094459,COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCN)C4CCCCC4)ccc3Cl)c(=O)[nH]c2n1,513,301
CHEMBL3094460,COc1ncc2cc(C(=O)Nc3cc(C(=O)N[C@H](CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,506.95,9
CHEMBL3094461,COc1ncc2cc(C(=O)Nc3cc(C(=O)N[C@@H](CCN)c4ccccc4)ccc3Cl)c(=O)[nH]c2n1,506.95,1030
CHEMBL3094462,COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCN)c4cccc(Cl)c4)ccc3Cl)c(=O)[nH]c2n1,541.4,12
CHEMBL3094463,COc1ncc2cc(C(=O)Nc3cc(C(=O)NC4(c5cccc(Cl)c5)CCNCC4)ccc3Cl)c(=O)[nH]c2n1,567.43,1229
CHEMBL3094464,COc1ncc2cc(C(=O)Nc3cc(C(=O)N4CCc5ccccc5C4)ccc3Cl)c(=O)[nH]c2n1,489.92,4010
CHEMBL3094465,COc1ncc2cc(C(=O)Nc3cc(C(=O)NC(CCN(C)C)c4cccc(Cl)c4)ccc3Cl)c(=O)[nH]c2n1,569.45,156
CHEMBL3102932,COc1ccc(-c2cc3c(-c4ccccc4)c[nH]c3cn2)cc1,300.36,17000
CHEMBL3102933,Oc1ccc(-c2cc3c(-c4ccccc4)c[nH]c3cn2)cc1,286.33,27400
CHEMBL3102950,Oc1ccc(-c2cnc3[nH]cc(-c4ccc(O)cc4)c3c2)cc1,302.33,14
CHEMBL3103192,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCN,419.49,40
CHEMBL3133762,Nc1nccc(-c2cn(C(=O)N3CCOCC3)c3ccc(Br)cc23)n1,402.25,500
CHEMBL3133767,Nc1nccc(-c2cn(C(=O)c3ccccc3)c3ccccc23)n1,314.35,3100
CHEMBL3133768,Nc1nccc(-c2cn(C(=O)c3ccccc3)c3ccc(Br)cc23)n1,393.24,830
CHEMBL3133771,Cc1noc(C)c1Cn1cc(-c2ccnc(N)n2)c2cc(Br)ccc21,398.26,1800
CHEMBL3133776,COCCn1cc(-c2ccnc(N)n2)c2cc(Br)ccc21,347.22,1300
CHEMBL3193172,O=C1OCC/C1=C\c1ccc2c(c1)OCO2,218.21,600
CHEMBL319467,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,402.48,900
CHEMBL3219057,COc1ccc2[nH]c(-c3ccccc3)c(-c3ccncc3)c2n1,301.35,1300
CHEMBL3219058,COc1ccc2[nH]c(-c3ccccc3O)c(-c3ccncc3)c2n1,317.35,230
CHEMBL3219059,COc1ccc2[nH]c(-c3cccc(O)c3)c(-c3ccncc3)c2n1,317.35,700
CHEMBL3219060,COc1ccc2[nH]c(-c3ccc(O)cc3)c(-c3ccncc3)c2n1,317.35,470
CHEMBL3219061,COc1ccc2[nH]c(-c3cccc(F)c3)c(-c3ccncc3)c2n1,319.34,1800
CHEMBL3219062,COc1ccc2[nH]c(-c3ccc4cc(O)ccc4c3)c(-c3ccncc3)c2n1,367.41,840
CHEMBL3297831,Cn1c2c(O)cccc2c(=O)c2c3occc3c3c(c21)C=CC(C)(C)O3,347.37,5700
CHEMBL3297832,COc1c(O)ccc2c(=O)c3c(O)cc4c(c3[nH]c12)C=CC(C)(C)O4,339.35,75
CHEMBL3335350,O=C(c1cccc(O)c1)c1cc2cc(O)ccc2s1,270.31,400
CHEMBL3335351,O=C(c1cccc(O)c1)c1cc2cc(O)ccc2o1,254.24,3100
CHEMBL3335352,O=C(c1cccc(O)c1)c1cc2cc(O)ccc2[nH]1,253.26,15000
CHEMBL3335353,Cn1c(C(=O)c2cccc(O)c2)cc2cc(O)ccc21,267.28,3400
CHEMBL3335354,O=C(c1ccc(O)cc1)c1cc2cc(O)ccc2s1,270.31,3400
CHEMBL3335355,O=C(c1ccc(O)cc1)c1cc2cc(O)ccc2o1,254.24,9700
CHEMBL3335356,Cc1ccc(C(=O)c2cc3cc(O)ccc3s2)cc1O,284.34,200
CHEMBL3335357,Cc1cc(C(=O)c2cc3cc(O)ccc3s2)ccc1O,284.34,11000
CHEMBL3335358,O=C(c1cc2cc(O)ccc2s1)c1cc(O)ccc1F,288.3,2000
CHEMBL3335359,O=C(c1ccc(F)c(O)c1)c1cc2cc(O)ccc2s1,288.3,1200
CHEMBL3335360,N#Cc1cccc(C(=O)c2cc3cc(O)ccc3s2)c1,279.32,6000
CHEMBL3335361,O=C(c1ccccc1)c1cc2cc(O)ccc2s1,254.31,2000
CHEMBL3335362,O=C(c1cccc(O)c1)c1cc2ccccc2s1,254.31,42000
CHEMBL3335363,CC(=O)c1cc2cc(O)ccc2s1,192.24,200
CHEMBL3335365,COc1ccc2sc(C(=O)N(C)OC)cc2c1,251.31,900
CHEMBL3335366,O=C(c1cccc(O)c1)c1ccc2cc(O)ccc2c1,264.28,2900
CHEMBL3338886,COc1ccc(-c2n[nH]c(=O)c3[nH]c4ccc(OC)cc4c23)cc1,321.34,1500
CHEMBL3338888,COc1ccc2[nH]c3c(=O)[nH]nc(-c4ccco4)c3c2c1,281.27,220
CHEMBL3338891,COc1ccc(Nc2cc(-c3ccc(OC)cc3)n[nH]c2=O)cc1,323.35,5100
CHEMBL3338893,COc1ccc(Nc2cc(-c3ccncc3)n[nH]c2=O)cc1,294.31,610
CHEMBL3421968,COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1,429.53,30000
CHEMBL3421979,Cc1nccc(-c2c[nH]c3cnccc23)n1,210.24,19
CHEMBL3426272,Nc1nccc(-c2cn(S(=O)(=O)c3ccc(C(F)(F)F)cc3[N+](=O)[O-])c3ccc(Br)cc23)n1,542.29,530
CHEMBL3589653,O=C(O)c1nc2ccccc2c2[nH]c3ccccc3c12,262.27,2600
CHEMBL3589660,O=C(O)c1nc2ccccc2c2[nH]c3c(Cl)cccc3c12,296.71,31
CHEMBL3589661,O=C(O)c1nc2ccccc2c2[nH]c3c(Br)cccc3c12,341.16,20
CHEMBL3589662,O=C(O)c1nc2ccccc2c2[nH]c3c(I)cccc3c12,388.16,868.67
CHEMBL3589663,COc1cccc2c1[nH]c1c3ccccc3nc(C(=O)O)c21,292.29,32
CHEMBL3589664,COc1ccc2c(c1)nc(C(=O)O)c1c3cccc(F)c3[nH]c21,310.28,320
CHEMBL3589665,COc1ccc2c(c1)nc(C(=O)O)c1c3cccc(Cl)c3[nH]c21,326.74,23
CHEMBL3589666,COc1ccc2c(c1)nc(C(=O)O)c1c3cccc(Br)c3[nH]c21,371.19,18
CHEMBL3589667,COc1ccc2c(c1)nc(C(=O)O)c1c3cccc(I)c3[nH]c21,418.19,22
CHEMBL3589668,O=C(O)c1nc2cc(Cl)ccc2c2[nH]c3c(Cl)cccc3c12,331.16,2300
CHEMBL3589669,CCOc1ccc2c(c1)nc(C(=O)O)c1c3cccc(Cl)c3[nH]c21,340.77,2000
CHEMBL3589670,O=C(O)c1nc2ccc(I)cc2c2[nH]c3c(F)cccc3c12,406.15,10000
CHEMBL3589671,O=C(O)c1nc2ccc(I)cc2c2[nH]c3c(Cl)cccc3c12,422.61,180
CHEMBL3589672,O=C(O)c1nc2ccc(I)cc2c2[nH]c3c(Br)cccc3c12,467.06,120
CHEMBL3589673,COc1ccc2nc(C(=O)O)c3c4cccc(Cl)c4[nH]c3c2c1,326.74,39
CHEMBL3589674,COc1cccc(-c2ccc3nc(C(=O)O)c4c5cccc(Cl)c5[nH]c4c3c2)c1,402.84,41
CHEMBL3589675,COc1ccc(-c2ccc3nc(C(=O)O)c4c5cccc(Cl)c5[nH]c4c3c2)cc1,402.84,56
CHEMBL3589774,O=C(O)c1nc2ccsc2c2[nH]c3c(Cl)cccc3c12,302.74,170
CHEMBL3589775,O=C(O)c1nc2cccnc2c2[nH]c3c(Br)cccc3c12,342.15,130
CHEMBL359554,c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,288.31,38
CHEMBL359794,N#Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,313.32,103
CHEMBL3597991,c1cncc(-c2csc(-c3cncs3)c2)c1,244.34,100
CHEMBL360866,CN(c1ccccc1)c1nccc(-c2cnn3ncccc23)n1,302.34,186
CHEMBL3609564,O=C(Nc1ccccn1)Nc1cccc2c1C1CC3(CCN1C2=O)OCCO3,380.4,80000
CHEMBL3609567,O=C1CCN2C(=O)c3cccc(NC(=O)Nc4ccccn4)c3C2C1,336.35,25000
CHEMBL3609568,O=C(Nc1ccccn1)Nc1cccc2c1[C@@H]1C[C@H](O)CCN1C2=O,338.37,34000
CHEMBL3609569,O=C(Nc1cnccn1)Nc1cccc2c1C1CC3(CCN1C2=O)OCCO3,381.39,93000
CHEMBL3609656,O=C1CCN2C(=O)c3cccc(NC(=O)Nc4cnccn4)c3C2C1,337.34,50000
CHEMBL3609662,Cc1cccc(NC(=O)Nc2cccc3c2[C@@H]2C[C@H](O)CCN2C3=O)n1,352.39,7000
CHEMBL3609671,Cc1cccnc1NC(=O)Nc1cccc2c1[C@@H]1C[C@H](O)CCN1C2=O,352.39,6200
CHEMBL3609745,O=C(Nc1cccc(Br)n1)Nc1cccc2c1C1CC3(CCN1C2=O)SCCS3,491.44,8700
CHEMBL366259,Cc1ccccc1Nc1nccc(-c2cnn3ncccc23)n1,302.34,64
CHEMBL3735506,COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cccc(F)c4F)cc23)CC1,428.48,40
CHEMBL373937,Brc1c(Br)c(Br)c2[nH]cnc2c1Br,433.72,2100
CHEMBL3751934,COc1cccc2c(/C(C#N)=C/c3cccnc3)c[nH]c12,275.31,1200
CHEMBL3753668,N#C/C(=C\c1cccnc1)c1c[nH]c2ncccc12,246.27,21
CHEMBL3753782,COc1cccc2[nH]cc(/C(C#N)=C/c3cccnc3)c12,275.31,6000
CHEMBL3753955,N#C/C(=C\c1cccnc1)c1c[nH]c2ccccc12,245.28,5500
CHEMBL3753970,COc1ccc2c(/C(C#N)=C/c3cccnc3)c[nH]c2c1,275.31,1600
CHEMBL3754608,COc1ccc2[nH]cc(/C(C#N)=C/c3cccnc3)c2c1,275.31,6300
CHEMBL376505,CN(C)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1,476.79,260
CHEMBL3774448,O=C1NC(=S)S/C1=C\c1ccc2ncccc2c1,272.35,710
CHEMBL3774667,COc1ccc(/C=C2\NC(=O)SC2=O)cc1,235.26,1300
CHEMBL3774696,O=C1OCC/C1=C\c1ccc2c(c1)OCCO2,232.24,880
CHEMBL3774704,O=C1OCC/C1=C\c1ccc2ncsc2c1,231.28,165
CHEMBL3774736,COc1ccc(/C=C2\CCCOC2=O)cc1,218.25,1100
CHEMBL3774830,O=C1NC(=S)S/C1=C\c1ccc2c(c1)CCO2,263.34,100
CHEMBL3775111,CC1C/C(=C\c2ccc3c(c2)CCO3)C(=O)O1,230.26,1135
CHEMBL3775193,O=C1OCC/C1=C\c1ccc2c(c1)CCCO2,230.26,930
CHEMBL3775393,O=C1NC(=S)S/C1=C\c1ccc2ncsc2c1,278.38,1070
CHEMBL3775538,CC1C/C(=C\c2ccc3ncsc3c2)C(=O)O1,245.3,1080
CHEMBL3775754,O=C1NC(=S)N/C1=C\c1ccc2ncsc2c1,261.33,700
CHEMBL3775821,O=C1OCC/C1=C\c1ccc2c(c1)CCO2,216.24,960
CHEMBL3775949,COc1ccc(/C=C2/SC(=S)NC2=O)cc1,251.33,250
CHEMBL3775969,COc1ccc(/C=C2\CC(C)OC2=O)cc1,218.25,1200
CHEMBL3785408,Cc1cccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,336.4,2200
CHEMBL3785571,Cc1cccnc1NC(=O)Nc1cccc2c1C1CCCCN1C2=O,336.4,4000
CHEMBL3785771,Cc1nccnc1NC(=O)Nc1cccc2c1C1CCCCN1C2=O,337.38,4500
CHEMBL3786276,O=C(Nc1cc(CN2CCOCC2)ccn1)Nc1cccc2c1C1CCCCN1C2=O,421.5,7100
CHEMBL3786430,O=C(Nc1cc(CN2CCCCC2)ccn1)Nc1cccc2c1C1CCCCN1C2=O,419.53,3600
CHEMBL3786624,O=Cc1cccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,350.38,2800
CHEMBL3787081,COCc1ccnc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)c1,366.42,4700
CHEMBL3787093,COC(=O)c1cccc(NC(=O)Nc2cccc3c2C2CCCCN2C3=O)n1,380.4,5100
CHEMBL3787135,O=C(Nc1ccc2ccccc2n1)Nc1cccc2c1C1CCCCN1C2=O,372.43,9000
CHEMBL3787512,O=C(Nc1cc(CO)ccn1)Nc1cccc2c1C1CCCCN1C2=O,352.39,4600
CHEMBL3787557,CN1CCN(Cc2ccnc(NC(=O)Nc3cccc4c3C3CCCCN3C4=O)c2)CC1,434.54,3000
CHEMBL380093,COc1cc(/C=C2\C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)ccc1O,379.2,2500
CHEMBL38043,COc1ccc(/C=C2\NC(=O)NC2=O)cc1,218.21,6400
CHEMBL3883414,N#Cc1cc2cnccc2c2[nH]c3ccc(F)cc3c12,261.26,310
CHEMBL3883448,COc1ccc2c(-c3ccncc3)c[nH]c2n1,225.25,5800
CHEMBL3883458,N#Cc1cc2cnccc2c2[nH]c3ccc(Cl)cc3c12,277.71,4000
CHEMBL3883541,N#Cc1cc2ccccc2c2[nH]c3ccccc3c12,242.28,2300
CHEMBL3883580,N#Cc1cc2ncccc2c2[nH]c3ccccc3c12,243.27,10000
CHEMBL3883639,COc1ccc2[nH]c3c4ccncc4cc(C#N)c3c2c1,273.3,370
CHEMBL3883660,COc1ccc2c(c1)[nH]c1c3ccncc3cc(C#N)c21,273.3,25
CHEMBL3883764,N#Cc1cc2cnccc2c2[nH]c3ccccc3c12,243.27,50
CHEMBL3883820,N#Cc1cc2ccncc2c2[nH]c3ccccc3c12,243.27,370
CHEMBL3884015,N#Cc1cc2cnccc2c2[nH]c3ncccc3c12,244.26,440
CHEMBL3884031,COc1ccc2c(CC#N)c(-c3ccncc3)[nH]c2n1,264.29,7300
CHEMBL3884086,N#C/C(=C\c1cccnc1)c1c[nH]c2ccc(F)cc12,263.27,1800
CHEMBL3884250,COc1cccc2[nH]c3c4ccncc4cc(C#N)c3c12,273.3,850
CHEMBL3884319,CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,386.45,10000
CHEMBL3884570,COc1ccc2c(/C(C#N)=C/c3cccnc3)c[nH]c2n1,276.3,180
CHEMBL3884583,COc1ccc2c(c1)[nH]c1c3c(OC)cncc3cc(C(N)=O)c21,321.34,3300
CHEMBL3884627,COc1cccc2c1[nH]c1c3ccncc3cc(C(N)=O)c21,291.31,600
CHEMBL3884821,COc1ccc2c(c1)[nH]c1c3c(OC)cncc3cc(C#N)c21,303.32,18
CHEMBL3884845,COc1ccc2c(c1)[nH]c1c3ccncc3cc(CN(C)C)c21,305.38,670
CHEMBL3884861,COc1ccc2c(c1)[nH]c1c3ccncc3cc(C(N)=O)c21,291.31,2000
CHEMBL3884932,COc1ccc2[nH]c3c4c(OC)cncc4cc(C#N)c3c2c1,303.32,600
CHEMBL3885021,COc1ccc2[nH]cc3c2c1C(C)NC(c1cccnc1)=C3C#N,316.36,5000
CHEMBL3885036,COc1ccc2[nH]c3c(=O)[nH]c(-c4cccnc4)c(C#N)c3c2c1,316.32,4300
CHEMBL3885043,N#C/C(=C\c1cccnc1)c1c[nH]c2ccc(Cl)cc12,279.73,3300
CHEMBL3885316,COc1ccc2c(n1)[nH]c1c3ccncc3cc(C#N)c21,274.28,200
CHEMBL3885328,COc1ccc2c(c1)[nH]c1c3ccncc3cc(CN)c21,277.33,870
CHEMBL3885333,COc1ccc2[nH]cc(/C(C#N)=C/c3cnccc3C)c2c1,289.34,5500
CHEMBL3885335,COc1ccc2[nH]cc(-c3cc4cnccc4cc3NC(C)=O)c2c1,331.38,850
CHEMBL3885360,COc1ccc2c(c1)[nH]c1c3ccncc3cc(CNC(C)=O)c21,319.36,970
CHEMBL3885431,COc1cccc2c1[nH]c1c3ccncc3cc(C#N)c21,273.3,27
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,466.54,11.96
CHEMBL3893495,COC(=O)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,380.39,500
CHEMBL3894571,COC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)cc4F)c3c2s1,383.41,0.36
CHEMBL3896497,COc1cc(Nc2ncnc3ccc4nc(C(N)=O)sc4c23)cc(OC)c1OC,411.44,5500
CHEMBL3898860,COC(=N)c1nc2ccc3ncnc(Nc4ccc5c(c4)CCO5)c3c2s1,377.43,17.48
CHEMBL3900000,COC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)c([N+](=O)[O-])c4)c3c2s1,410.42,123.5
CHEMBL3904523,NC(=O)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,365.37,500
CHEMBL3905538,COC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)c(O)c4)c3c2s1,381.42,4.25
CHEMBL3906791,COC(=N)c1nc2ccc3ncnc(N(C)c4ccc(OC)cc4)c3c2s1,379.45,79.85
CHEMBL3908596,NC(=O)c1cc(-c2cn3cc(Br)ccc3n2)ccc1O,332.16,2600
CHEMBL3909052,CCOC(=N)c1nc2ccc3ncnc(Nc4ccc(Br)cc4F)c3c2s1,446.31,33.2
CHEMBL3909053,NC(=O)c1nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2s1,373.8,5500
CHEMBL3911303,COC(=N)c1nc2ccc3ncnc(N(C)c4ccc(OC)c(OC)c4)c3c2s1,409.47,3768
CHEMBL3911342,COc1ccc(Nc2ncnc3ccc4nc(C5=NCCO5)sc4c23)cc1,377.43,11000
CHEMBL3912295,COC(=N)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCCO5)c3c2s1,393.43,8
CHEMBL3913247,N=C(NCc1ccc(F)cc1)c1nc2ccc3ncnc(Nc4ccc(Br)cc4F)c3c2s1,525.38,5500
CHEMBL3915647,COC(=N)c1nc2ccc3ncnc(Nc4cc(Br)c5c(c4)OCO5)c3c2s1,458.3,2.76
CHEMBL3915671,N=C(NCCN1CCCCC1)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,475.58,5500
CHEMBL3916163,CCCCOC(=N)c1nc2ccc3ncnc(Nc4ccc(Cl)cc4Cl)c3c2s1,446.36,47.5
CHEMBL3917542,NC(=O)c1cc(-c2cn3cc(Cl)ccc3n2)ccc1O,287.71,8900
CHEMBL3919084,N=C(NCCN1CCCC1)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,461.55,5500
CHEMBL3921110,COC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)c(OC)c4)c3c2s1,395.44,128.8
CHEMBL3921510,CC(C)OC(=O)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,408.44,124.7
CHEMBL3923825,NC(=O)c1cc(-c2cn3ccncc3n2)ccc1O,254.25,6000
CHEMBL3930050,COC(=N)c1nc2ccc3ncnc(Nc4ccc(O)cc4)c3c2s1,351.39,500
CHEMBL3931248,CN(C)C(=N)c1nc2ccc3ncnc(Nc4ccc(Br)cc4F)c3c2s1,445.32,146.6
CHEMBL3934766,COC(=N)c1nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2s1,387.83,500
CHEMBL3935442,NC(=O)c1cc(-c2cn3ccccc3n2)ccc1O,253.26,4000
CHEMBL3940669,NC(=O)c1nc2ccc3ncnc(Nc4ccc(Cl)cc4Cl)c3c2s1,390.26,34.9
CHEMBL3945429,NC(=O)c1cc(-c2cn3cc(F)ccc3n2)ccc1O,271.25,4700
CHEMBL3945621,COc1ccc(Nc2ncnc3ccc4nc(C(=N)NCc5ccccc5)sc4c23)cc1,440.53,5500
CHEMBL3954779,C#Cc1cccc(Nc2ncnc3ccc4nc(C(=N)OC)sc4c23)c1,359.41,40.76
CHEMBL3957886,COc1ccc(Nc2ncnc3ccc4nc(C(N)=O)sc4c23)cc1,351.39,142.5
CHEMBL3958753,CN(C)C(=N)c1nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2s1,400.87,5500
CHEMBL3960099,COC(=N)c1nc2ccc3ncnc(Nc4cc(OC)cc(OC)c4)c3c2s1,395.44,298.9
CHEMBL3962894,NC(=O)c1cc(-c2cn3cc(O)ccc3n2)ccc1O,269.26,3000
CHEMBL3964211,N=C(NCCN1CCOCC1)c1nc2ccc3ncnc(Nc4ccc5c(c4)OCO5)c3c2s1,477.55,5500
CHEMBL3970062,COC(=N)c1nc2ccc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3c2s1,404.28,66.82
CHEMBL3971170,COC(=N)c1nc2ccc3ncnc(Nc4ccc(Cl)cc4F)c3c2s1,387.83,0.99
CHEMBL3975006,CCN(CC)CCNC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)cc4)c3c2s1,449.58,5500
CHEMBL3975059,COc1ccc(Nc2ncnc3ccc4nc(C(=N)N(C)C)sc4c23)cc1,378.46,500
CHEMBL3978290,COc1ccc(Nc2ncnc3ccc4nc(C(N)=O)sc4c23)cc1OC,381.42,5500
CHEMBL3982462,COC(=N)c1nc2ccc3ncnc(Nc4ccc(N5CCCC5)cc4)c3c2s1,404.5,54.84
CHEMBL3983413,COC(=N)c1nc2ccc3ncnc(Nc4ccc5nc[nH]c5c4)c3c2s1,375.42,4.44
